course_id,catalogue_id,course_name,course_name_short,department_name,course_description,units,grading_type,grade_requirement,prerequisites,corequisites,pre_co_requisites,misc_lab,GE_area,course_level,course_notes
116005,13,CHEM 237 - Bioinorganic Chemistry,CHEM 237,CHEM,Provides an in-depth survey of the frontiers of bioinorganic chemistry from both biochemical and synthetic inorganic chemistry perspectives.,3 unit(s),Letter Graded,C-,CHEM 130A (or equivalent with a grade of \u201cC\u201d or better; \u201cC-\u201d not accepted) or instructor consent.,,,,,Upper,Alternate years.
116006,13,CHEM 245 - Advanced Inorganic Chemistry,CHEM 245,CHEM,Advanced topics of current interest in inorganic chemistry.,3 unit(s),Letter Graded,C-,CHEM 145 (or equivalent with grade of \u201cC\u201d or better; \u201cC-\u201d not accepted).,,,,,Upper,Alternate years.
116007,13,CHEM 250 - Current Topics in Analytical Chemistry,CHEM 250,CHEM,"Lecture, discussion and reading assignments on special topics in analytical chemistry. Topics vary each semester. Course may be repeated for credit for different topics.",3 unit(s),Letter Graded,C-,CHEM 155 (or equivalent with a grade of \u201cC\u201d or better; \u201cC-\u201d not accepted).,,,,,Upper,
116008,13,CHEM 264 - Chemical Applications of Group Theory,CHEM 264,CHEM,"The application of group theoretical principles to problems in quantum chemistry, molecular structure, spectroscopy and ligand field theory.",3 unit(s),Letter Graded,C-,CHEM 161B (or equivalent with grade of \u201cC\u201d or better; \u201cC-\u201d not accepted) or instructor consent.,,,,,Upper,Alternate years.
116009,13,CHEM 265 - Molecular Spectroscopy,CHEM 265,CHEM,Interaction of non-ionizing radiation with matter. Development of the foundations of modern molecular spectroscopy. Determination of detailed molecular structure through spectroscopic information.,3 unit(s),Letter Graded,C-,CHEM 161B (or equivalent with grade of \u201cC\u201d or better; \u201cC-\u201d not accepted).,,,,,Upper,Alternate years.
116010,13,CHEM 270 - Advanced Chemistry,CHEM 270,CHEM,"Lectures, discussions and reading assignments in special fields of chemistry. Topics vary. Course may be repeatable for maximum of 10 units.",1-5 unit(s),Letter Graded,C-,Satisfactory background in upper division chemistry and instructor consent.,,,,,Upper,
116011,13,CHEM 270L - Advanced Chemistry Laboratory,CHEM 270L,CHEM,Advanced laboratory assignments in special fields of chemistry. Topics vary. Maximum of 4 units may be repeatable.,1-3 unit(s),Letter Graded,C-,"Satisfactory background in upper division chemistry, CHEM 120S and instructor consent.",,,,,Upper,
116012,13,CHEM 276 - Physical Polymer Chemistry,CHEM 276,CHEM,"Techniques for characterizing molecular weights of polymers, their distribution functions, polymer chain statistics and solution thermodynamics.",3 unit(s),Letter Graded,C-,Satisfactory background in upper division chemistry or materials science or instructor consent.,,,,,Upper,Alternate years.
116013,13,CHEM 285 - Seminar,CHEM 285,CHEM,"Presentation of chemical topics by graduate students, faculty and guests. A maximum of 3 units may be repeated.",3 Unit(s),Letter Graded,C-,,,,,,Upper,
116014,13,CHEM 291 - Divisional Seminar,CHEM 291,CHEM,"Problem solving and presentation of topics in chemistry by graduate students, faculty and guests. A maximum of 1 unit may be repeated.",3 Unit(s),Credit/No Credit,C-,,,,,,Upper,
116015,13,CHEM 297 - MA Special Study,CHEM 297,CHEM,Supervised individual MA project. Maximum of 12 unit may be repeated.,1-3 unit(s),Credit/No Credit,C-,,,CHEM 201 and instructor consent. Not available to Open University Students,,,Upper,
116016,13,CHEM 298 - Research,CHEM 298,CHEM,Supervised individual laboratory work or directed chemical field studies for the student with adequate preparation. Maximum of 12 unit may be repeated.,1-6 unit(s),Mandatory Credit/No Credit/RP,C-,,,"CHEM 120S, CHEM 201 and instructor consent. Not available to Open University Students",,,Upper,
116017,13,CHEM 299 - Master&#8217;s Thesis,CHEM 299,CHEM,Maximum of 6 unit may be repeated.,1-6 unit(s),Mandatory Credit/No Credit/RP,C-,"CHEM 298, instructor consent and admission to candidacy for the master\u2019s degree. Not available to Open University Students",,,,,Upper,1-2 units per semester.
116018,13,CHEM 121S - Radiation Safety,CHEM 121S,CHEM,"Health hazards involved in working with radioactive substances. Physical nature of hazards, biological effects, standards of permissible exposures, safety precautions and protection techniques. Two units meet State of California recommendations.",1-2 unit(s),Letter Graded,C-,"Lower division calculus, chemistry and physics.",,,,,Upper,
116019,13,CHEM 213 - Organic Synthesis,CHEM 213,CHEM,Synthetic methods and their application to multistep organic syntheses. Emphasis will be placed on synthetic strategy and a mechanistic understanding of synthetic reactions.,3 unit(s),Letter Graded,C-,CHEM 112B (or equivalent with a grade of \u201cC\u201d or better; \u201cC-\u201d not accepted). Alternate years 3 units.,,,,,Upper,
116020,13,CHEM 192 - International Program Studies,CHEM 192,CHEM,"Study Abroad and Away transfer credit course. Study Abroad and Away provides students the opportunity to study abroad on long term programs (Exchange Programs, CSU International Programs, and International Student Exchange Programs) and short-term programs (Faculty-Led Programs and Summer School Abroad Programs) for academic credit, offering Alternative Break Programs for cultural immersion, and designing other globally focused opportunities. This course is designated as a placeholder course for Study Abroad and Away programs.",1-6 unit(s),Mixed Grading,C-,,,,,,Upper,
116021,13,CHEM 1290R - Culminating Experience Supervision,CHEM 1290R,CHEM,Continued work on thesis or project.,1 unit(s),Credit/No Credit/No Degree Credit,C-,"Outstanding RP grade in a preceding semester in CHEM 299, Master\u2019s Thesis",,,,,Lower,No Degree Credit.
116022,13,CHEM 55L - Quantitative Analysis Laboratory,CHEM 55L,CHEM,Introduction to chemical analysis techniques.,2 unit(s),Letter Graded,C-,,,CHEM 55,Lab 6 hours.,,Lower,
116023,13,"CHEM 170A - Macromolecular, Supramolecular & Nanoscale Systems",CHEM 170A,CHEM,"Introduction to macromolecular, supramolecular, and nanoscale systems and the principles that govern them including preparation, characterization, and physical properties, with an emphasis on applications of these materials in chemistry and beyond.",1 unit(s),Letter Graded,C-,CHEM 112B with grade of \u201cC\u201d or better (C- not accepted) or with instructor consent.,,,,,Upper,
116024,13,CHEM 268 - Laser Spectroscopy,CHEM 268,CHEM,"Importance of spectroscopy. Interaction of radiation with matter. Instrumentation for laser spectroscopy. Examples of various techniques, cw and pulsed.",3 unit(s),Letter Graded,C-,"PHYS 110B, PHYS 158 or instructor consent.",,,,,Upper,
116025,13,HUM 90 - Bible History and Literature,HUM 90,HUM,"The Bible in context of its history, literary sources and as a reflection of Jewish and Christian traditions. Motifs and themes in light of their original audience, historic usage and contemporary development.",3 unit(s),Letter Graded,C-,,,,,C2: Humanities.,Lower,
116026,13,JPN 1A - Elementary Japanese,JPN 1A,JPN,Basic skills and structure of the language in the context of culture.,4 unit(s),Letter Graded,C-,,,,,C2: Humanities.,Lower,
116027,13,JPN 1B - Elementary Japanese,JPN 1B,JPN,Basic skills and structure of the language in the context of culture.,4 unit(s),Letter Graded,C-,JPN 1A (or equivalent).,,,,C2: Humanities.,Lower,
116028,13,JPN 25A - Intermediate Japanese,JPN 25A,JPN,Continuation of JPN 1B. Preparation for advanced courses in the language.,4 unit(s),Letter Graded,C-,One Year of college-level Japanese (or equivalent or SJSU placement exam).,,,,C2: Humanities.,Lower,
116029,13,CHIN 92 - International Program Studies,CHIN 92,CHIN,"Study Abroad and Away transfer credit course. Study Abroad and Away provides students the opportunity to study abroad on long term programs (Exchange Programs, CSU International Programs, and International Student Exchange Programs) and short-term programs (Faculty-Led Programs and Summer School Abroad Programs) for academic credit, offering Alternative Break Programs for cultural immersion, and designing other globally focused opportunities. This course is designated as a placeholder course for Study Abroad and Away programs.",1-12 unit(s),Mixed Grading,C-,,,,,,Lower,
116030,13,CHIN 101A - Advanced Chinese,CHIN 101A,CHIN,"Readings related to culture, discussion, syntax and composition. May be repeated once for credit.",4 unit(s),Letter Graded,C-,Four semesters of college Chinese (or equivalent).,,,,,Upper,Year course.
116031,13,CHIN 101B - Advanced Chinese,CHIN 101B,CHIN,"Readings related to culture, discussion, syntax and composition. May be repeated once for credit.",4 unit(s),Letter Graded,C-,20 units of college Chinese (or equivalent),,,,,Upper,Year course.
116032,13,CHIN 102 - Chinese Culture,CHIN 102,CHIN,"Traditional Chinese culture in light of contemporary values. Ideographs, folk tales, festivals, creeds and customs, myths and superstitions, opera and the arts, women, the art of living.",4 unit(s),Letter Graded,C-,Upper division standing.,,,,,Upper,Taught in English.
116033,13,CHIN 110 - Structure of the Chinese Language,CHIN 110,CHIN,"Introduction to study of Chinese dialects and Mandarin grammar from historical viewpoint, with reference to early development and present diversity. Emphasis on the writing system and areal features of the language.",4 unit(s),Letter Graded,C-,CHIN 25B or instructor consent.,,,,,Upper,
116034,13,CHIN 120A - Modern Chinese Literature (1900-1949),CHIN 120A,CHIN,"Literary movements and major works of Chinese narrative, poetry and drama from 1900 to 1949.",4 unit(s),Letter Graded,C-,CHIN 101B (or equivalent),,,,,Upper,
116035,13,CHIN 120B - Introduction to Classical Chinese Literature,CHIN 120B,CHIN,Stylistic and structural characteristics of classical Chinese through selected readings in various texts.,4 unit(s),Letter Graded,C-,CHIN 25B or instructor consent.,,,,,Upper,
116036,13,CHIN 130 - Readings in Chinese Culture,CHIN 130,CHIN,"Readings in selected aspects of Chinese culture, e.g., philosophical, social, political, historical. Texts may be chosen from scholarly essays, newspaper articles or creative narrative. May be repeated when content changes.",4 unit(s),Letter Graded,C-,CHIN 101B or instructor consent,,,,,Upper,
116037,13,CHIN 132 - Special Topics in Chinese for Careers,CHIN 132,CHIN,"Chinese 132 provides a focus on the use of Chinese for various professions, and examines in depth selected topics in regard to Chinese in the professional world. Course repeatable when content changes.",4 unit(s),Letter Graded,C-,CHIN 25B or instructor consent.,,,,,Upper,
116038,13,JPN 25B - Intermediate Japanese,JPN 25B,JPN,Continuation of JPN 25A. Preparation for advanced courses in the language.,4 unit(s),Letter Graded,C-,Three semesters of college Japanese (or equivalent).,,,,C2: Humanities.,Lower,
116039,13,CHIN 180 - Individual Studies in Chinese,CHIN 180,CHIN,Individual work by arrangement.,1-3 unit(s),Credit/No Credit,C-,Upper division standing in Chinese (or equivalent) and instructor consent.,,,,,Upper,
116040,13,CHIN 192 - International Program Studies,CHIN 192,CHIN,"Study Abroad and Away transfer credit course. Study Abroad and Away provides students the opportunity to study abroad on long term programs (Exchange Programs, CSU International Programs, and International Student Exchange Programs) and short-term programs (Faculty-Led Programs and Summer School Abroad Programs) for academic credit, offering Alternative Break Programs for cultural immersion, and designing other globally focused opportunities. This course is designated as a placeholder course for Study Abroad and Away programs.",1-6 unit(s),Mixed Grading,C-,,,,,,Upper,
116041,13,CMPE 102 - Assembly Language Programming,CMPE 102,CMPE,"Assembly programming; assembly-C interface; CPU and memory organization; addressing modes; arithmetic, logic and branch instructions; arrays, pointers, subroutines, stack and procedure calls; software interrupts; multiplication, division and floating point arithmetic.",3 unit(s),Letter Graded,C-,"CMPE 50 or CS 46B (with grade of \u201cC-\u201d or better) Sophomore or upper division standing. Allowed Declared Majors: Computer Engineering, Software Engineering.",,,,,Upper,
116042,13,CMPE 120 - Computer Organization and Architecture,CMPE 120,CMPE,"Introduction to computer organization and architecture, system buses, internal memory and external memory, input/output, central processing unit CPU, instruction sets, CPU structure and function, RISC, control unit.",3 unit(s),Letter Graded,C-,CMPE 50 or CS 46B (with a grade of \u201cC-\u201d or better). Computer Engineering and Software Engineering Majors Only.,,,,,Upper,
116043,13,CMPE 124 - Digital Design I,CMPE 124,CMPE,Combinational and sequential logic theory and circuits. Emphasis on mixed logic and algorithmic state machines. Design projects using standard integrated circuit packages.,3 unit(s),Letter Graded,C-,EE 97 and EE 98 (both with C or better). Computer Engineering or Software Engineering Majors Only.,,,Lecture 2 hours/lab 3 hours.,,Upper,
116044,13,CMPE 125 - Digital Design II,CMPE 125,CMPE,"Digital system building blocks, data path and control units, system-level RTL design, Verilog HDL for design and verification, contemporary design flow and methodology, lab experiments using industry standard CAD tools and field programmable gate array (FPGA) devices.",3 unit(s),Letter Graded,C-,CMPE 124 (with grade of \u201cC-\u201d or better). Computer Engineering or Software Engineering Majors Only.,,,Lecture 2 hours/lab 3 hours.,,Upper,
116045,13,CMPE 126 - Algorithms and Data Structure Design,CMPE 126,CMPE,"Object-oriented data organization and representation as strings, arrays, stacks, queues, dequeues, lists, sets, trees, tables, and graphs. Sorting and searching and algorithm design and performance analysis.",3 unit(s),Letter Graded,C-,"ENGR 10, CMPE 50, and MATH 42 or MATH 42X (all with a grade of \u201cC-\u201d or better). Allowed Declared Majors: Computer Engineering or Software Engineering.",,,,,Upper,
116046,13,CMPE 127 - Microprocessor Design I,CMPE 127,CMPE,Microprocessor architecture and assembly language. Design of peripheral blocks and their interfaces to the microprocessor. Design projects using standard integrated circuit packages.,3 unit(s),Letter Graded,C-,CMPE 124 with a grade of \u201cC-\u201d or better; Computer Engineering or Software Engineering Majors Only.,,,Lecture 2 hours/lab 3 hours.,,Upper,
